Key,Type,Desc,English,Chinese,ChineseTraditional,German,Portuguese,Russian,Italian,Spanish,Polish,Japanese,Korean,Vietnamese,French
Red48dCardName,Text,,Chain Hammer Scavenger,链锤拾荒者,鏈錘拾荒者,,,,,,,ハンマー拾い屋,,,
Red48dFlavourText,Text,,,,,,,,,,,,,,
Red49CardDescription,Text,,All {{Red22}} you control get ATK +2,你所控制的所有{{Red22}}获得+2攻击力,你所控制的所有{{Red22}}獲得+2攻擊力,,,,,,,あなたが制御した全ての{{Red22}}の攻撃力+2,,,
Red49CardName,Text,,Owdizzychimo,猫头晕奇莫,貓頭暈奇莫,,,,,,,めまい猫チモ,,,
Red49FlavourText,Text,,,,,,,,,,,,,,
Red50CardDescription,Text,,Move: Deal 1 damage to adjacent enemy units,移动：对相邻敌方单位造成1点伤害,移動：對相鄰敵方單位造成1點傷害,,,,,,,移動：隣接する敵ユニットに1ダメージを与える,,,
Red50CardName,Text,,Wilderness Guitarist,荒野吉他手,荒野吉他手,,,,,,,荒野のギタリスト,,,
Red50FlavourText,Text,,,,,,,,,,,,,,
Red51CardDescription,Text,,Move: Deal 1 damage to adjacent enemy units,移动：对相邻敌方单位造成1点伤害,移動：對相鄰敵方單位造成1點傷害,,,,,,,移動：隣接する敵ユニットに1ダメージを与える,,,
Red51CardName,Text,,Wilderness Guitarist⭐⭐,荒野吉他手⭐⭐,荒野吉他手⭐⭐,,,,,,,荒野のギタリスト⭐⭐,,,
Red51FlavourText,Text,,,,,,,,,,,,,,
Red52CardDescription,Text,,"Move: Deal <color=upgrade>2</color> damage to adjacent enemy units, and <color=upgrade>force them to move</color>.",移动：对相邻敌方单位造成<color=upgrade>2</color>点伤害，<color=upgrade>并强制他们进行一次移动</color>,移動：對相鄰敵方單位造成<color=upgrade>2</color>點傷害，<color=upgrade>並強制他們進行一次移動</color>,,,,,,,移動：隣接する敵ユニットに<color=upgrade>2</color>ダメージを与え、<color=upgrade>1回移動させる</color>,,,
Red52CardName,Text,,Reckless Guitarist⭐⭐⭐,莽撞吉他手⭐⭐⭐,莽撞吉他手⭐⭐⭐,,,,,,,無謀なギタリスト⭐⭐⭐,,,
Red52FlavourText,Text,,,,,,,,,,,,,,
Red52dCardDescription,Text,,"Move: Deal 1 damage to <color=upgrade>adjacent units</color>, and <color=upgrade>make all damaged allied followers get ATK +2 this turn</color>.",移动：对<color=upgrade>相邻单位</color>造成1点伤害，<color=upgrade>并使所有受伤的友方随从本回合获得+2攻击</color>,移動：對<color=upgrade>相鄰單位</color>造成1點傷害，<color=upgrade>並使所有受傷的友方隨從本回合獲得+2攻擊</color>,,,,,,,移動：<color=upgrade>隣接するユニット</color>にダメージを与える。<color=upgrade>さらにこのターン負傷している全ての味方従者の攻撃力+2</color>。,,,
Red52dCardName,Text,,Wild Guitarist,狂野吉他手,狂野吉他手,,,,,,,ワイルドギタリスト,,,
Red52dFlavourText,Text,,,,,,,,,,,,,,
Red53CardDescription,Text,,Double this follower's ATK after it shatters an enemy.,摧毁敌人后，此随从的基本攻击力加倍,摧毀敵人後，此隨從的基本攻擊力加倍,,,,,,,敵を破壊した後、この従者の基礎攻撃力はダブルになる,,,
Red53CardName,Text,,Bear Alliance Missionary,熊盟传教者,熊盟傳教者,,,,,,,クマ同盟の伝道師,,,
Red53FlavourText,Text,,,,,,,,,,,,,,
Red54CardDescription,Text,,Double this follower's ATK after it shatters an enemy.,摧毁敌人后，此随从的基本攻击力加倍,摧毀敵人後，此隨從的基本攻擊力加倍,,,,,,,敵を破壊した後、この従者の基礎攻撃力はダブルになる,,,
Red54CardName,Text,,Bear Alliance Disciple,熊盟信徒,熊盟信徒,,,,,,,クマ同盟の信徒,,,
Red54FlavourText,Text,,,,,,,,,,,,,,
Red55CardDescription,Text,,Double this follower's ATK after it shatters an enemy.,摧毁敌人后，此随从的基本攻击力加倍,摧毀敵人後，此隨從的基本攻擊力加倍,,,,,,,敵を破壊した後、この従者の基礎攻撃力はダブルになる,,,
Red55CardName,Text,,Bear Alliance Lord,熊盟领主,熊盟領主,,,,,,,クマ同盟の領主,,,
Red55FlavourText,Text,,,,,,,,,,,,,,
Red56CardDescription,Text,,"Range 2
At the beginning of the turn: Adjacent allied units get Combo 1 and ATK -2 this turn.","射程2
回合开始：相邻友方单位本回合获得连击1和-2攻击力","射程2
回合開始：相鄰友方單位本回合獲得連擊1和-2攻擊力",,,,,,,"射程2
ターン開始：このターン隣接する味方ユニットが連撃1を獲得、攻撃力-2",,,
Red56CardName,Text,,Owdizzychimo,猫头晕奇莫,貓頭暈奇莫,,,,,,,めまい猫チモ,,,
Red56FlavourText,Text,,,,,,,,,,,,,,
Red57CardDescription,Text,,"Range 2
At the beginning of the turn: Adjacent allied units get Combo 1 and ATK -1 this turn.","射程2
回合开始：相邻友方单位本回合获得连击1和-1攻击力","射程2
回合開始：相鄰友方單位本回合獲得連擊1和-1攻擊力",,,,,,,"射程2
ターン開始：このターン隣接する味方ユニットが連撃1を獲得、攻撃力-1",,,
Red57CardName,Text,,Owdizzychimo⭐⭐,猫头晕奇莫⭐⭐,貓頭暈奇莫⭐⭐,,,,,,,めまい猫チモ⭐⭐,,,
Red57FlavourText,Text,,,,,,,,,,,,,,
Red58CardDescription,Text,,"Range 2
At the beginning of the turn: Adjacent allied units get Combo 1 this turn, <color=upgrade>and summon a {{Red22}}</color> in the adjacent tile.","射程2
回合开始：相邻友方单位本回合获得连击1，<color=upgrade>并在其相邻格子召唤一个{{Red22}}</color>","射程2
回合開始：相鄰友方單位本回合獲得連擊1，<color=upgrade>並在其相鄰格子召喚一個{{Red22}}</color>",,,,,,,"射程2
ターン開始：隣接する味方ユニットがこのターン、連撃1を獲得する。<color=upgrade>さらにそれに隣接するマスに{{Red22}}</color>を1個召喚する",,,
Red58CardName,Text,,Poop Scooper Chimo,铲屎官奇莫,鏟屎官奇莫,,,,,,,飼い主チモ,,,
Red58FlavourText,Text,,,,,,,,,,,,,,
Red58dCardDescription,Text,,"Range 2
At the beginning of the turn: Adjacent allied units get Combo 1 and ATK +1 this turn.","射程2
回合开始：相邻友方单位本回合获得连击1和+1攻击力","射程2
回合開始：相鄰友方單位本回合獲得連擊1和+1攻擊力",,,,,,,"射程2
ターン開始：このターン隣接する味方ユニットが連撃1を獲得、攻撃力+1",,,
Red58dCardName,Text,,Mad Cat Chimo,疯猫奇莫,瘋貓奇莫,,,,,,,狂気の猫チモ,,,
Red58dFlavourText,Text,,,,,,,,,,,,,,
Red59CardDescription,Text,,Cannot attack or move,无法攻击和移动,無法攻擊和移動,,,,,,,攻撃も移動もできない,,,
Red59CardName,Text,,City Wall,城墙,城牆,,,,,,,城壁,,,
Red59EnemyCardDescription,Text,,Cannot attack or move,无法攻击和移动,無法攻擊和移動,,,,,,,攻撃も移動もできない,,,
Red59EnemyCardName,Text,,City Wall,城墙,城牆,,,,,,,城壁,,,
Red59FlavourText,Text,,,,,,,,,,,,,,
Red60CardDescription,Text,,"Taunt
Cannot attack or move","嘲讽
无法攻击和移动","嘲諷
無法攻擊和移動",,,,,,,"挑発
攻撃も移動もできない",,,
Red60CardName,Text,,City Wall,城墙,城牆,,,,,,,城壁,,,
Red60FlavourText,Text,,,,,,,,,,,,,,
Red61CardDescription,Text,,Combo 1,连击1,連擊1,,,,,,,連撃1,,,
Red61CardName,Text,,Ninja Chimo,忍者奇莫,忍者奇莫,,,,,,,忍者チモ,,,
Red61FlavourText,Text,,,,,,,,,,,,,,
Red62CardDescription,Text,,Combo 2,连击2,連擊2,,,,,,,連撃2,,,
Red62CardName,Text,,Ninja Chimo⭐⭐,忍者奇莫⭐⭐,忍者奇莫⭐⭐,,,,,,,忍者チモ⭐⭐,,,
Red62FlavourText,Text,,,,,,,,,,,,,,
Red63CardDescription,Text,,<color=upgrade>Swap</color>. Combo 2,<color=upgrade>换位</color>，连击2,<color=upgrade>換位</color>，連擊2,,,,,,,<color=upgrade>位置交換</color>、連撃2,,,
Red63CardName,Text,,Mirage Ninja,幻术忍者,幻術忍者,,,,,,,幻術忍者,,,
Red63FlavourText,Text,,,,,,,,,,,,,,
Red63dCardDescription,Text,,"Combo 2
<color=upgrade>For each unit inflicted with Vulnerable, the follower gains Combo 1 in this turn</color>","连击2
<color=upgrade>每当一个单位获得易伤，该随从本回合获得连击1</color>","連擊2
<color=upgrade>每當一個單位獲得易傷，該隨從本回合獲得連擊1</color>",,,,,,,"連撃2
<color=upgrade>ユニット1体が衰弱を獲得するたびに、このターン、この従者は連撃1を獲得する</color>",,,
Red63dCardName,Text,,Bleed Ninja,血术忍者,血術忍者,,,,,,,血術忍者,,,
Red63dFlavourText,Text,,,,,,,,,,,,,,
Red64CardDescription,Text,,Attacks inflict Burn 1,攻击附带灼烧1,攻擊附帶灼燒1,,,,,,,攻撃時に燃焼1を付与する,,,
Red64CardName,Text,,Barrel Master,酒桶大师,酒桶大師,,,,,,,酒樽マスター,,,
Red64FlavourText,Text,,,,,,,,,,,,,,
Red65CardDescription,Text,,Attack can apply Burn 2,攻击附带灼烧2,攻擊附帶灼燒2,,,,,,,攻撃時に燃焼2を付与する,,,
Red65CardName,Text,,Barrel Master⭐⭐,酒桶大师⭐⭐,酒桶大師⭐⭐,,,,,,,酒樽マスター⭐⭐,,,
Red65FlavourText,Text,,,,,,,,,,,,,,
Red66CardDescription,Text,,"<color=upgrade>Exhaust</color>
Attacks inflict Burn 2 <color=upgrade>and forces the target to move once</color>","<color=upgrade>移除</color>
攻击施加灼烧2，<color=upgrade>并强制让目标进行一次移动</color>","<color=upgrade>移除</color>
攻擊施加灼燒2，<color=upgrade>並強制讓目標進行一次移動</color>",,,,,,,"<color=upgrade>削除</color>
攻撃時に燃焼2を付与し、<color=upgrade>ターゲットを1回移動させる</color>",,,
Red66CardName,Text,,Drunken Master,醉拳大师,醉拳大師,,,,,,,酔拳マスター,,,
Red66FlavourText,Text,,,,,,,,,,,,,,
Red66dCardDescription,Text,,<color=upgrade>Haste</color>. Attacks inflict Burn 2,<color=upgrade>急速</color>，攻击施加灼烧2,<color=upgrade>急速</color>，攻擊施加灼燒2,,,,,,,<color=upgrade>急速</color>、攻撃時に燃焼2を付与する,,,
Red66dCardName,Text,,Spark Master,火花大师,火花大師,,,,,,,花火マスター,,,
Red66dFlavourText,Text,,,,,,,,,,,,,,
Red67CardDescription,Text,,Adjacent allied followers inflict Burn 1 when attacking,与其相邻的友方随从攻击附加灼烧1,與其相鄰的友方隨從攻擊附加灼燒1,,,,,,,それに隣接する味方従者の攻撃に燃焼1を付与する,,,
Red67CardName,Text,,Castle Arsonist,城堡点火者,城堡點火者,,,,,,,砦の点火者,,,
Red67FlavourText,Text,,,,,,,,,,,,,,
Red68CardDescription,Text,,Adjacent allied followers inflict Burn 2 when attacking,与其相邻的友方随从攻击附加灼烧2,與其相鄰的友方隨從攻擊附加灼燒2,,,,,,,それに隣接する味方従者の攻撃に燃焼2を付与する,,,
Red68CardName,Text,,Castle Arsonist⭐⭐,城堡点火者⭐⭐,城堡點火者⭐⭐,,,,,,,砦の点火者⭐⭐,,,
Red68FlavourText,Text,,,,,,,,,,,,,,
Red69CardDescription,Text,,Adjacent allied <color=upgrade>units</color> inflict Burn 2 when attacking,与其相邻的友方<color=upgrade>单位</color>攻击附加灼烧2,與其相鄰的友方<color=upgrade>單位</color>攻擊附加灼燒2,,,,,,,それに隣接する味方<color=upgrade>ユニット</color>の攻撃に燃焼2を付与する,,,
Red69CardName,Text,,Castle Nightwatcher⭐⭐⭐,城堡守夜人⭐⭐⭐,城堡守夜人⭐⭐⭐,,,,,,,砦の夜警⭐⭐⭐,,,
Red69FlavourText,Text,,,,,,,,,,,,,,
Red69dCardDescription,Text,,Adjacent allied followers inflict Burn <color=upgrade>3</color> when attacking,与其相邻的友方随从攻击附加灼烧<color=upgrade>3</color>,與其相鄰的友方隨從攻擊附加灼燒<color=upgrade>3</color>,,,,,,,それに隣接する味方従者の攻撃に燃焼<color=upgrade>3</color>を付与する,,,
Red69dCardName,Text,,Castle Watcher,城堡守望者,城堡守望者,,,,,,,砦の守り人,,,
Red69dFlavourText,Text,,,,,,,,,,,,,,
Red70CardDescription,Text,,Enter: Chain: Grant allied followers +1/+0 in the turn,进场：连锁：该回合给友方随从+1/+0,進場：連鎖：該回合給友方隨從+1/+0,,,,,,,入場：連鎖：このターン、味方従者に+1/+0を与える,,,
Red70CardName,Text,,Knight's Messenger,骑士传讯者,騎士傳訊者,,,,,,,騎士メッセンジャー,,,
Red70FlavourText,Text,,,,,,,,,,,,,,
Red71CardDescription,Text,,Enter: Chain: Grant allied followers +2/+0 in the turn,进场：连锁：该回合给友方随从+2/+0,進場：連鎖：該回合給友方隨從+2/+0,,,,,,,入場：連鎖：このターン、味方従者に+2/+0を与える,,,
Red71CardName,Text,,Knight's Messenger⭐⭐,骑士传讯者⭐⭐,騎士傳訊者⭐⭐,,,,,,,騎士メッセンジャー ⭐⭐,,,
Red71FlavourText,Text,,,,,,,,,,,,,,
Red72CardDescription,Text,,Enter: Chain: Grant allied followers +3/+0 in the turn,进场：连锁：该回合给友方随从+3/+0,進場：連鎖：該回合給友方隨從+3/+0,,,,,,,入場：連鎖：このターン、味方従者に+3/+0を与える,,,
Red72CardName,Text,,Knight's Messenger⭐⭐⭐,骑士传讯者⭐⭐⭐,騎士傳訊者⭐⭐⭐,,,,,,,騎士メッセンジャー ⭐⭐⭐,,,
Red72FlavourText,Text,,,,,,,,,,,,,,
Red73CardDescription,Text,,"When the turn starts, inflict Weakness 1 on all enemies within range 2. Lasts for 1 turn",回合开始时，对射程2范围内的所有敌人施加弱点1，持续1回合,回合開始時，對射程2範圍內的所有敵人施加弱點1，持續1回合,,,,,,,ターン開始時、射程2範囲内の全ての敵に弱点1を付与、1ターン持続,,,
Red73CardName,Text,,Battlefield Observer,战场观测员,戰場觀測員,,,,,,,戦場監視者,,,
Red73FlavourText,Text,,,,,,,,,,,,,,
Red74CardDescription,Text,,"When the turn starts, inflict Weakness 1 on all enemies within range 2. Lasts for 1 turn",回合开始时，对射程2范围内的所有敌人施加弱点1，持续1回合,回合開始時，對射程2範圍內的所有敵人施加弱點1，持續1回合,,,,,,,ターン開始時、射程2範囲内の全ての敵に弱点1を付与、1ターン持続,,,
Red74CardName,Text,,Battlefield Observer⭐⭐,战场观测员⭐⭐,戰場觀測員⭐⭐,,,,,,,戦場監視者⭐⭐,,,
Red74FlavourText,Text,,,,,,,,,,,,,,
Red75CardDescription,Text,,"When the turn starts, inflict Weakness 1 on all enemies within range 2 and an adjacent allied follower gains Combo 1. Lasts for 1 turn",回合开始时，对射程2范围内的所有敌人施加弱点1，并使一个相邻友方随从获得连击1，持续1回合,回合開始時，對射程2範圍內的所有敵人施加弱點1，並使一個相鄰友方隨從獲得連擊1，持續1回合,,,,,,,ターン開始時、射程2範囲内の全ての敵に弱点1を付与、さらに隣接する味方従者1体に連撃1を付与、1ターン持続,,,
Red75CardName,Text,,Battlefield Observer⭐⭐⭐,战场观测员⭐⭐⭐,戰場觀測員⭐⭐⭐,,,,,,,戦場監視者⭐⭐⭐,,,
Red75FlavourText,Text,,,,,,,,,,,,,,
Red76CardDescription,Text,,Enter: Adjacent allied followers gain ATK +1,进场：使相邻友方随从获得+1攻击力,進場：使相鄰友方隨從獲得+1攻擊力,,,,,,,入場：隣接する味方従者の攻撃力+1,,,
Red76CardName,Text,,Novice Guide,新手引导员,新手引導員,,,,,,,初心者ガイド,,,
Red76FlavourText,Text,,,,,,,,,,,,,,
Red77CardDescription,Text,,Enter: Adjacent allied followers gain ATK +2,进场：使相邻友方随从获得+2攻击力,進場：使相鄰友方隨從獲得+2攻擊力,,,,,,,入場：隣接する味方従者の攻撃力+2,,,
Red77CardName,Text,,Novice Guide⭐⭐,新手引导员⭐⭐,新手引導員⭐⭐,,,,,,,初心者ガイド⭐⭐,,,
Red77FlavourText,Text,,,,,,,,,,,,,,
Red78CardDescription,Text,,Enter: <color=upgrade>All</color> the other allied followers gain ATK +2,进场：使<color=upgrade>所有</color>其他友方随从获得+2攻击力,進場：使<color=upgrade>所有</color>其他友方隨從獲得+2攻擊力,,,,,,,入場：他の<color=upgrade>全ての</color>味方従者の攻撃力+2,,,
Red78CardName,Text,,Seasoned Guide,老练的引导员,老練的引導員,,,,,,,経験豊富なガイド,,,
Red78FlavourText,Text,,,,,,,,,,,,,,
Red78dCardDescription,Text,,"<color=upgrade>Exhaust</color>
Enter: Adjacent allied followers gain ATK +2. <color=upgrade>If they have
Block, gain an extra Combo 1</color>","<color=upgrade>移除</color>
进场：使相邻友方随从获得+2攻击力，<color=upgrade>如果他们具有
格挡，再获得连击1</color>","<color=upgrade>移除</color>
進場：使相鄰友方隨從獲得+2攻擊力，<color=upgrade>如果他們具有
格擋，再獲得連擊1</color>",,,,,,,"<color=upgrade>削除</color>
入場：隣接する味方従者の攻撃力+2、<color=upgrade>
相手がブロックを持っている場合、さらに連撃1を付与する</color>",,,
Red78dCardName,Text,,Guardian Guide,卫兵的引导员,衛兵的引導員,,,,,,,兵士のガイド,,,
Red78dFlavourText,Text,,,,,,,,,,,,,,
Red79CardDescription,Text,,"Range 2
Enter: Return a random adjacent allied follower to hand","射程2
进场：使一个随机相邻友方随从返回手牌","射程2
進場：使一個隨機相鄰友方隨從返回手牌",,,,,,,"射程2
入場：隣接するランダムな味方従者1体を手札に戻す",,,
Red79CardName,Text,,Barber Master,洗剪吹大师,洗剪吹大師,,,,,,,スタリストマスター,,,
Red79FlavourText,Text,,,,,,,,,,,,,,
Red80CardDescription,Text,,"Range 2
Enter: Return a random adjacent allied follower to hand","射程2
进场：使一个随机相邻友方随从返回手牌","射程2
進場：使一個隨機相鄰友方隨從返回手牌",,,,,,,"射程2
入場：隣接するランダムな味方従者1体を手札に戻す",,,
Red80CardName,Text,,Barber Master⭐⭐,洗剪吹大师⭐⭐,洗剪吹大師⭐⭐,,,,,,,スタリストマスター⭐⭐,,,
Red80FlavourText,Text,,,,,,,,,,,,,,
Red81CardDescription,Text,,"<color=upgrade>Haste</color>. Range 2
Enter: Return a random adjacent allied follower to hand","<color=upgrade>急速</color>，射程2
进场：使一个随机相邻友方随从返回手牌","<color=upgrade>急速</color>，射程2
進場：使一個隨機相鄰友方隨從返回手牌",,,,,,,"<color=upgrade>急速</color>、射程2
入場：隣接するランダムな味方従者1体を手札に戻す",,,
Red81CardName,Text,,Barber Raider,洗剪吹突袭者,洗剪吹突襲者,,,,,,,スタリスト奇襲者,,,
Red81FlavourText,Text,,,,,,,,,,,,,,
Red81dCardDescription,Text,,"Range 2
<color=upgrade>Move</color>. Enter: Return a random adjacent allied follower to hand","射程2
<color=upgrade>移动</color>、进场：使一个随机相邻友方随从返回手牌","射程2
<color=upgrade>移動</color>、進場：使一個隨機相鄰友方隨從返回手牌",,,,,,,"射程2
<color=upgrade>移動</color>、入場：隣接するランダムな味方従者1体を手札に戻す",,,
Red81dCardName,Text,,Barber Pursuers,洗剪吹追击者,洗剪吹追擊者,,,,,,,スタリスト追撃者,,,
Red81dFlavourText,Text,,,,,,,,,,,,,,
Red82CardDescription,Text,,Adjacent allied units ATK +1,相邻的友方单位+1攻击力,相鄰的友方單位+1攻擊力,,,,,,,隣接する味方ユニットの攻撃力+1,,,
Red82CardName,Text,,Helm War Drummer,海尔姆战鼓手,海爾姆戰鼓手,,,,,,,ヘルム太鼓ドラマー,,,
Red82FlavourText,Text,,,,,,,,,,,,,,
Red83CardDescription,Text,,Adjacent allied units ATK +2,相邻的友方单位+2攻击力,相鄰的友方單位+2攻擊力,,,,,,,隣接する味方ユニットの攻撃力+2,,,
Red83CardName,Text,,Proficient War Drummer,熟练战鼓手,熟練戰鼓手,,,,,,,熟練した太鼓ドラマー,,,
Red83FlavourText,Text,,,,,,,,,,,,,,
Red84CardDescription,Text,,Adjacent allied units ATK +3,相邻的友方单位+3攻击力,相鄰的友方單位+3攻擊力,,,,,,,隣接する味方ユニットの攻撃力+3,,,
Red84CardName,Text,,War Drum Master,战鼓大师,戰鼓大師,,,,,,,太鼓マスター,,,
Red84FlavourText,Text,,,,,,,,,,,,,,
Red85CardDescription,Text,,Move: Get 1 replica of {{Red94}} that consumes 0 Mana,移动：获得1张{{Red94}}的复制品，其法力消耗为0,移動：獲得1張{{Red94}}的複製品，其法力消耗為0,,,,,,,移動：マナ消費が0の{{Red94}}の複製品を1枚獲得する,,,
Red85CardName,Text,,Tavern Recruiter,酒馆招募员,酒館招募員,,,,,,,酒場の採用担当者,,,
Red85FlavourText,Text,,,,,,,,,,,,,,
Red86CardDescription,Text,,Move: Get 1 replica of {{Red94}} that consumes 0 Mana,移动：获得1张{{Red94}}的复制品，其法力消耗为0,移動：獲得1張{{Red94}}的複製品，其法力消耗為0,,,,,,,移動：マナ消費が0の{{Red94}}の複製品を1枚獲得する,,,
Red86CardName,Text,,Tavern Recruiter⭐⭐,酒馆招募员⭐⭐,酒館招募員⭐⭐,,,,,,,酒場の採用担当者⭐⭐,,,
Red86FlavourText,Text,,,,,,,,,,,,,,
Red87CardDescription,Text,,Move: Get <color=upgrade>2</color> replicas of Chimo the Adventurer that consume 0 Mana,移动：获得<color=upgrade>2</color>张冒险者奇莫的复制品，其法力消耗为0,移動：獲得<color=upgrade>2</color>張冒險者奇莫的複製品，其法力消耗為0,,,,,,,移動：マナ消費が0の冒険者チモの複製品を<color=upgrade>2</color>枚獲得する,,,
Red87CardName,Text,,Tavern Recruiter⭐⭐⭐,酒馆招募员⭐⭐⭐,酒館招募員⭐⭐⭐,,,,,,,酒場の採用担当者⭐⭐⭐,,,
Red87FlavourText,Text,,,,,,,,,,,,,,
Red87dCardDescription,Text,,<color=upgrade>Enter</color>: Get <color=upgrade>3</color> replicas of Chimo the Adventurer that consume 0 Mana,<color=upgrade>进场</color>：获得<color=upgrade>3</color>张冒险者奇莫的复制品，其法力消耗为0,<color=upgrade>進場</color>：獲得<color=upgrade>3</color>張冒險者奇莫的複製品，其法力消耗為0,,,,,,,<color=upgrade>入場</color>：マナ消費が0の冒険者チモの複製品を<color=upgrade>3</color>枚獲得する,,,
Red87dCardName,Text,,Loud Recruiter,大嗓门的招募员,大嗓門的招募員,,,,,,,声が大きい採用担当者,,,
Red87dFlavourText,Text,,,,,,,,,,,,,,
Red88CardDescription,Text,,"Range 3.
Deal 1 DMG on enemy units when they move","射程3。
敌方单位移动时对其造成1点伤害","射程3。
敵方單位移動時對其造成1點傷害",,,,,,,"射程3。
敵ユニットが移動時、1ダメージを与える",,,
Red88CardName,Text,,Punk Sniper,朋克狙击手,朋克狙擊手,,,,,,,パンクスナイパー,,,
Red88FlavourText,Text,,,,,,,,,,,,,,
Red89CardDescription,Text,,"Range 3.
Deal 2 DMG on enemy units when they move","射程3。
敌方单位移动时对其造成2点伤害","射程3。
敵方單位移動時對其造成2點傷害",,,,,,,"射程3。
敵ユニットが移動時、2ダメージを与える",,,
Red89CardName,Text,,Punk Sniper⭐⭐,朋克狙击手⭐⭐,朋克狙擊手⭐⭐,,,,,,,パンクスナイパー⭐⭐,,,
Red89FlavourText,Text,,,,,,,,,,,,,,
Red90CardDescription,Text,,"Attacks inflict Burn 1. Range 3.
Deal 2 DMG on enemy units when they move","攻击施加灼烧1，射程3。
敌方单位移动时对其造成2点伤害。","攻擊施加灼燒1，射程3。
敵方單位移動時對其造成2點傷害。",,,,,,,"攻撃時に燃焼1を付与、射程3。
敵ユニットが移動時、2ダメージを与える。",,,
Red90CardName,Text,,Punk Sniper⭐⭐⭐,朋克狙击手⭐⭐⭐,朋克狙擊手⭐⭐⭐,,,,,,,パンクスナイパー⭐⭐⭐,,,
Red90FlavourText,Text,,,,,,,,,,,,,,
Red91CardDescription,Text,,Range 2. Move: Gain Combo 1 in this turn,射程2。移动：本回合获得连击1,射程2。移動：本回合獲得連擊1,,,,,,,射程2。移動：このターン連撃1を獲得する,,,
Red91CardName,Text,,Farm Cowboy,农场牛仔,農場牛仔,,,,,,,牧場のカウボーイ,,,
Red91FlavourText,Text,,,,,,,,,,,,,,
Red92CardDescription,Text,,Range 2. Move: Gain Combo 1 in this turn,射程2。移动：本回合获得连击1,射程2。移動：本回合獲得連擊1,,,,,,,射程2。移動：このターン連撃1を獲得する,,,
Red92CardName,Text,,Farm Cowboy⭐⭐,农场牛仔⭐⭐,農場牛仔⭐⭐,,,,,,,牧場のカウボーイ⭐⭐,,,
Red92FlavourText,Text,,,,,,,,,,,,,,
Red93CardDescription,Text,,Knockback 1. Range 2. Move: Gain Combo 1 in this turn,击退1，射程2。移动：本回合获得连击1,擊退1，射程2。移動：本回合獲得連擊1,,,,,,,ノックバック1、射程2。移動：このターン連撃1を獲得する,,,
Red93CardName,Text,,Farm Cowboy⭐⭐⭐,农场牛仔⭐⭐⭐,農場牛仔⭐⭐⭐,,,,,,,牧場のカウボーイ⭐⭐⭐,,,
Red93FlavourText,Text,,,,,,,,,,,,,,
Red94CardDescription,Text,,Adventurer,冒险家,冒險家,,,,,,,冒険家,,,
Red94CardName,Text,,Chimo the Adventurer,冒险者奇莫,冒險者奇莫,,,,,,,冒険者チモ,,,
Red94CopyCardDescription,Text,,Adventurer,冒险家,冒險家,,,,,,,冒険家,,,
Red94CopyCardName,Text,,Chimo the Adventurer,冒险者奇莫,冒險者奇莫,,,,,,,冒険者チモ,,,
Red94CopyFlavourText,Text,,,,,,,,,,,,,,
Red94FlavourText,Text,,,,,,,,,,,,,,
Red95CardDescription,Text,,Adventurer,冒险家,冒險家,,,,,,,冒険家,,,
Red95CardName,Text,,Chimo the Adventurer⭐⭐,冒险者奇莫⭐⭐,冒險者奇莫⭐⭐,,,,,,,冒険者チモ⭐⭐,,,
Red95FlavourText,Text,,,,,,,,,,,,,,
Red96CardDescription,Text,,<color=upgrade>First attack inflicts Vulnerable 1</color>,<color=upgrade>第一次攻击施加易伤1</color>,<color=upgrade>第一次攻擊施加易傷1</color>,,,,,,,<color=upgrade>最初の攻撃に衰弱1を付与する</color>,,,
Red96CardName,Text,,Mercenary Chimo,雇佣兵奇莫,雇傭兵奇莫,,,,,,,傭兵チモ,,,
Red96FlavourText,Text,,,,,,,,,,,,,,
Red96aCardDescription,Text,,,一个普通的冒险者,一個普通的冒險者,,,,,,,,,,
Red96aCardName,Text,,Chimo the Adventurer⭐⭐,冒险者奇莫⭐⭐,冒險者奇莫⭐⭐,,,,,,,冒険者チモ⭐⭐,,,
Red96aFlavourText,Text,,,,,,,,,,,,,,
Red96dCardDescription,Text,,<color=upgrade>Upon your hero equips a weapon: the unit gains Block 1</color>,<color=upgrade>你的英雄穿戴武器时：此单位获得格挡1</color>,<color=upgrade>你的英雄穿戴武器時：此單位獲得格擋1</color>,,,,,,,<color=upgrade>あなたのヒーローが武器を装着している場合：このユニットがブロック1を獲得する</color>,,,
Red96dCardName,Text,,Guardian Chimo,守卫奇莫,守衛奇莫,,,,,,,守衛チモ,,,
Red96dFlavourText,Text,,,,,,,,,,,,,,
Red96eCardDescription,Text,,<color=upgrade>Move: Next attack inflicts Burn 1</color>,<color=upgrade>移动：下次攻击施加灼烧1</color>,<color=upgrade>移動：下次攻擊施加灼燒1</color>,,,,,,,<color=upgrade>移動: 次の攻撃時に燃焼1を付与する</color>,,,
Red96eCardName,Text,,Fire Rider Chimo,炎骑兵奇莫,炎騎兵奇莫,,,,,,,炎騎兵チモ,,,
Red96eFlavourText,Text,,,,,,,,,,,,,,
Red96fCardDescription,Text,,<color=upgrade>When taking DMG: Gain Engagement 1 this turn</color>,<color=upgrade>受到伤害：本回合获得缠斗1</color>,<color=upgrade>受到傷害：本回合獲得纏鬥1</color>,,,,,,,<color=upgrade>ダメージを受けた場合：このターン絡まり1を獲得する</color>,,,
